ITEM_ID,USER_ID,TIMESTAMP,CABIN_TYPE,EVENT_VALUE,EVENT_TYPE
china-southern-airlines,HaroldJohn,1405234800,Business Class,9,RATING
china-airlines,JCook,1289980800,Business Class,9,RATING
china-airlines,DGary,1288767600,Economy,9,RATING
china-airlines,MReisinger,1287212400,Business Class,9,RATING
china-eastern-airlines,LNewman,1372575600,Economy,7,RATING
china-eastern-airlines,JustinHuang,1371970800,Economy,5,RATING
china-southern-airlines,CDenson,1404802800,Premium Economy,8,RATING
china-southern-airlines,JLiam,1404802800,Economy,1,RATING
china-airlines,StuartWalker,1287039600,Business Class,5,RATING
china-airlines,HenkdeVries,1286694000,Economy,8,RATING
china-airlines,NAnstice,1286348400,Business Class,5,RATING
china-eastern-airlines,MichaelVandenDriesen,1371970800,Economy,1,RATING
china-southern-airlines,JSolomkin,1404630000,Business Class,3,RATING
china-airlines,TSmith,1285570800,Economy,8,RATING
china-airlines,TPrice,1285570800,Economy,2,RATING
china-airlines,TPrice,1285052400,Economy,3,RATING
china-airlines,SHagelstein,1284361200,Economy,8,RATING
china-eastern-airlines,JohnKneijber,1371106800,Economy,7,RATING
china-eastern-airlines,GKynaston,1371020400,Business Class,7,RATING
china-southern-airlines,CBlomfield,1404630000,Business Class,9,RATING
china-airlines,KarenClark,1284102000,Business Class,8,RATING
china-airlines,ADow,1282374000,Business Class,5,RATING
china-airlines,GBell,1281942000,Business Class,9,RATING
china-airlines,RogerGreen,1280818800,Economy,6,RATING
china-eastern-airlines,FDriscoll,1370761200,Economy,1,RATING
china-southern-airlines,ChrisLim,1404198000,Economy,8,RATING
china-airlines,DaveVermeer,1280559600,Business Class,6,RATING
china-airlines,TonyHall,1280559600,Business Class,8,RATING
china-airlines,YudaChou,1279954800,Economy,7,RATING
china-eastern-airlines,StevenCao,1370415600,First Class,3,RATING
china-southern-airlines,LiangZhong,1404198000,First Class,9,RATING
china-airlines,ThomasWechselberger,1279954800,Business Class,9,RATING
china-airlines,LindaDodds,1279695600,Business Class,10,RATING
china-airlines,DBudhrani,1278572400,Economy,3,RATING
china-eastern-airlines,DavidPryer,1370329200,Economy,8,RATING
china-southern-airlines,JudiParker,1403679600,Economy,1,RATING
china-southern-airlines,RWang,1403679600,Economy,10,RATING
china-airlines,CFuller,1276326000,Business Class,7,RATING
china-eastern-airlines,RSammons,1370156400,Economy,8,RATING
china-eastern-airlines,ChristineRobinson,1369724400,Economy,2,RATING
china-southern-airlines,RajagopalAkila,1403506800,Economy,8,RATING
china-eastern-airlines,AgrawalSanjay,1369551600,Economy,8,RATING
china-southern-airlines,LloydWilliam,1402902000,Economy,10,RATING
china-eastern-airlines,DaiDebu,1367737200,Economy,8,RATING
china-southern-airlines,MountfordAlan,1402902000,Economy,9,RATING
china-eastern-airlines,SinghGurpreet,1367650800,Economy,2,RATING
china-southern-airlines,QChen,1402642800,Economy,9,RATING
china-southern-airlines,WilliamDavidson,1402297200,Economy,10,RATING
china-eastern-airlines,DianeWebb,1367132400,Economy,3,RATING
china-eastern-airlines,CJohnstone,1366095600,Economy,4,RATING
china-southern-airlines,WhitfieldWilliam,1402210800,Economy,8,RATING
china-southern-airlines,AlexGuo,1402210800,Business Class,7,RATING
china-eastern-airlines,TPospisil,1366095600,Economy,6,RATING
china-eastern-airlines,SendjajaJulardi,1366095600,Economy,7,RATING
china-southern-airlines,WangAlex,1401865200,Economy,9,RATING
china-eastern-airlines,RCleary,1364799600,First Class,10,RATING
china-southern-airlines,RonFisher,1401692400,Economy,10,RATING
china-eastern-airlines,JordanGold,1364454000,First Class,9,RATING
china-southern-airlines,JohnHampson,1401001200,Business Class,8,RATING
china-southern-airlines,ShivaRaman,1401001200,Business Class,10,RATING
china-southern-airlines,GwenOldman,1401001200,Economy,8,RATING
china-eastern-airlines,JanStefanides,1364194800,Economy,8,RATING
china-eastern-airlines,AWalter,1363590000,Economy,9,RATING
china-eastern-airlines,EricLim,1362729600,Economy,4,RATING
china-southern-airlines,AGuo,1400914800,First Class,8,RATING
china-southern-airlines,MarkvonBoehm,1400396400,Premium Economy,10,RATING
china-eastern-airlines,MichaelLee,1362643200,Economy,5,RATING
china-southern-airlines,RobChapman,1400310000,Business Class,8,RATING
china-eastern-airlines,ColinLusty,1362384000,Economy,5,RATING
china-eastern-airlines,JamesWood,1362384000,Business Class,7,RATING
china-southern-airlines,StevenMccarthyWhitbread,1399791600,Business Class,8,RATING
china-southern-airlines,JackWhiteley,1399446000,Business Class,5,RATING
china-eastern-airlines,FBethry,1362038400,Business Class,8,RATING
china-eastern-airlines,FBethry,1362038400,Business Class,8,RATING
china-southern-airlines,GuishengGao,1399446000,Business Class,9,RATING
china-eastern-airlines,JSaid,1362038400,Business Class,7,RATING
china-southern-airlines,JaninaRewaj,1399359600,Economy,9,RATING
china-southern-airlines,KennethBunt,1399359600,Economy,3,RATING
china-southern-airlines,DBowman,1399273200,First Class,7,RATING
china-eastern-airlines,MichaelBeaumont,1361779200,Economy,5,RATING
china-eastern-airlines,FrancisBoylin,1361174400,Economy,6,RATING
china-southern-airlines,GLowry,1399273200,Business Class,9,RATING
china-eastern-airlines,FrancisBoylin,1361174400,Economy,6,RATING
china-southern-airlines,KeithRusling,1399186800,Economy,4,RATING
china-southern-airlines,CarolineWu,1398927600,Economy,7,RATING
china-eastern-airlines,SandyYang,1360915200,Economy,5,RATING
china-southern-airlines,WKong,1398582000,Economy,9,RATING
china-southern-airlines,YRen,1398582000,First Class,9,RATING
china-eastern-airlines,StevenManootham,1360224000,Economy,8,RATING
china-eastern-airlines,StevenCao,1360137600,First Class,2,RATING
china-eastern-airlines,LisaBeckingham,1360137600,Economy,2,RATING
china-southern-airlines,ALim,1397890800,Economy,3,RATING
china-southern-airlines,LJenkins,1397631600,Economy,8,RATING
china-eastern-airlines,MKuroz,1359619200,Business Class,2,RATING
china-southern-airlines,RichardWong,1397372400,Economy,4,RATING
china-eastern-airlines,JHuang,1359446400,Economy,3,RATING
china-eastern-airlines,DanielleRoper,1359360000,Economy,8,RATING
china-southern-airlines,DavorenBrian,1397113200,Business Class,8,RATING
china-eastern-airlines,MLichfield,1359100800,Business Class,6,RATING
china-eastern-airlines,JKnibbe,1359100800,Economy,8,RATING
china-southern-airlines,GRitchie,1396854000,Economy,8,RATING
china-southern-airlines,WayneZhou,1396335600,First Class,10,RATING
china-eastern-airlines,WBrittany,1359014400,Economy,5,RATING
china-southern-airlines,IMajoli,1396335600,Business Class,4,RATING
china-eastern-airlines,NNardone,1358496000,Economy,8,RATING
china-southern-airlines,JasmineLufti,1396162800,Economy,9,RATING
china-southern-airlines,HarryClark,1396076400,Economy,7,RATING
china-eastern-airlines,TBishop,1358150400,Economy,5,RATING
china-southern-airlines,RStanton,1395903600,Business Class,9,RATING
china-eastern-airlines,EAgamennone,1357891200,Economy,4,RATING
china-eastern-airlines,KevinTao,1357632000,Business Class,10,RATING
china-southern-airlines,LauraHumphries,1395212400,Economy,8,RATING
china-southern-airlines,DaveMcCormick,1395039600,Economy,10,RATING
china-eastern-airlines,JStefanides,1357545600,Economy,8,RATING
china-eastern-airlines,TSutton,1357545600,Economy,7,RATING
china-southern-airlines,IngridDavies,1394694000,Economy,3,RATING
china-southern-airlines,PWilson,1394521200,Economy,1,RATING
china-southern-airlines,MaartenJonkman,1394521200,Economy,8,RATING
china-eastern-airlines,GHwang,1357286400,Business Class,3,RATING
china-southern-airlines,KevinNoss,1394434800,Business Class,9,RATING
china-eastern-airlines,ELiu,1357200000,Economy,4,RATING
china-southern-airlines,LisaDouglas,1394179200,Economy,7,RATING
china-eastern-airlines,SebastianPlaus,1356940800,Business Class,5,RATING
china-southern-airlines,PHollin,1394179200,Economy,6,RATING
china-eastern-airlines,YRen,1356681600,Business Class,4,RATING
china-southern-airlines,HuiLi,1394092800,Business Class,10,RATING
china-eastern-airlines,BLim,1355472000,Economy,6,RATING
china-southern-airlines,DSimonson,1393574400,Economy,1,RATING
china-eastern-airlines,StephenBustin,1354780800,Economy,5,RATING
china-southern-airlines,YHu,1392883200,Economy,10,RATING
china-eastern-airlines,FMelody,1354262400,Economy,4,RATING
china-southern-airlines,JZhou,1392796800,Economy,10,RATING
china-eastern-airlines,PeterThackray,1354003200,Economy,7,RATING
china-southern-airlines,RO'Neill,1392624000,Economy,8,RATING
china-eastern-airlines,CGaynor,1352793600,Economy,3,RATING
china-southern-airlines,LoisPeterson,1392624000,Economy,1,RATING
china-eastern-airlines,RobertStanley,1350111600,Economy,2,RATING
china-eastern-airlines,KHughes,1349593200,Economy,9,RATING
china-southern-airlines,DevastotraPoddar,1392105600,Economy,3,RATING
china-eastern-airlines,StevenCao,1349420400,Economy,3,RATING
china-southern-airlines,MundyJohn,1391760000,Business Class,9,RATING
china-eastern-airlines,TMukherjee,1348038000,Economy,4,RATING
china-eastern-airlines,RogerStone,1347865200,First Class,8,RATING
china-southern-airlines,PLylou,1391500800,Economy,9,RATING
china-southern-airlines,MikeOrszag,1391500800,First Class,10,RATING
china-southern-airlines,ColinHughes,1391414400,Business Class,8,RATING
china-southern-airlines,ZhuZhijie,1391414400,Economy,8,RATING
china-eastern-airlines,GilbertoCamacho,1347778800,Economy,7,RATING
china-eastern-airlines,BButh,1347174000,First Class,1,RATING
china-southern-airlines,MBennett,1391155200,Business Class,2,RATING
china-eastern-airlines,AO'Hearn,1347174000,Business Class,2,RATING
china-southern-airlines,AKudrewicz,1390982400,Economy,1,RATING
china-eastern-airlines,JimmyLudverd,1346137200,Economy,4,RATING
china-eastern-airlines,APSebire,1343804400,Economy,3,RATING
china-southern-airlines,APittaway,1390636800,Economy,10,RATING
china-southern-airlines,SarahHowe,1390377600,Economy,5,RATING
china-eastern-airlines,YYang,1343113200,Business Class,7,RATING
china-southern-airlines,RamsdenAmy,1390291200,Economy,5,RATING
china-eastern-airlines,PrabirKumarSen,1342681200,Economy,7,RATING
china-southern-airlines,RGarcia,1389945600,Economy,5,RATING
china-southern-airlines,LFreeman,1389945600,Economy,8,RATING
china-southern-airlines,KaruniadiShuni,1389945600,Economy,3,RATING
china-eastern-airlines,HKwon,1342162800,Economy,2,RATING
china-eastern-airlines,DavidChang,1341385200,Economy,1,RATING
china-eastern-airlines,PKaiser,1341385200,Business Class,6,RATING
china-southern-airlines,PhilipPellatt,1389772800,Economy,3,RATING
china-southern-airlines,SamanthaJones,1389772800,Economy,5,RATING
china-eastern-airlines,RFrost,1340607600,Economy,2,RATING
china-southern-airlines,SAvant,1389686400,Business Class,7,RATING
china-southern-airlines,DenisSullivan,1389686400,Economy,6,RATING
china-eastern-airlines,TedCiccone,1340521200,Economy,7,RATING
china-eastern-airlines,DDaley,1340089200,Business Class,9,RATING
china-southern-airlines,DHuynh,1389686400,Economy,7,RATING
china-eastern-airlines,LGuan,1339570800,Business Class,9,RATING
china-southern-airlines,NStewart,1389600000,Business Class,8,RATING
china-eastern-airlines,ZMcCollum,1338793200,Economy,5,RATING
china-eastern-airlines,KSmith,1337583600,Economy,1,RATING
china-southern-airlines,NStewart,1389600000,First Class,9,RATING
china-southern-airlines,DmitryKuzin,1389600000,Economy,9,RATING
china-eastern-airlines,CarolineRobertson,1336978800,Economy,8,RATING
china-eastern-airlines,LZhao,1336978800,Economy,7,RATING
china-southern-airlines,JAlvizo,1389340800,Economy,3,RATING
china-eastern-airlines,ChrisAnderson,1336892400,Economy,9,RATING
china-southern-airlines,MargaretJohnston,1389340800,Economy,3,RATING
china-southern-airlines,SWhite,1389340800,Economy,2,RATING
china-eastern-airlines,StevenManootham,1336719600,Economy,8,RATING
china-southern-airlines,MCollins,1389168000,Business Class,10,RATING
china-eastern-airlines,StevenCao,1336374000,Economy,1,RATING
china-eastern-airlines,IanMorris,1336374000,Economy,7,RATING
china-southern-airlines,SegatoWolfgang,1389081600,Business Class,10,RATING
china-southern-airlines,CHood,1389081600,Premium Economy,7,RATING
china-eastern-airlines,VWu,1335337200,Business Class,3,RATING
china-southern-airlines,GTanner,1388649600,Business Class,10,RATING
china-eastern-airlines,DKim,1335250800,Economy,7,RATING
china-southern-airlines,SRussell,1388649600,Economy,9,RATING
china-southern-airlines,AngBengChin,1388649600,Economy,6,RATING
china-eastern-airlines,WGilbert,1335250800,Economy,7,RATING
china-eastern-airlines,RogerPoh,1335250800,Economy,4,RATING
china-eastern-airlines,BCleary,1335250800,Economy,8,RATING
china-southern-airlines,PEde,1388649600,Economy,5,RATING
china-eastern-airlines,BLowenberg,1335164400,Economy,4,RATING
china-southern-airlines,JiashanCui,1388390400,Business Class,8,RATING
china-eastern-airlines,RogerPoh,1335078000,Economy,4,RATING
china-eastern-airlines,TPataki,1335078000,Business Class,2,RATING
china-southern-airlines,PDewhirst,1388304000,Economy,1,RATING
china-southern-airlines,WangGang,1387958400,Economy,9,RATING
china-southern-airlines,DKenny,1387526400,Business Class,9,RATING
china-eastern-airlines,RonaMendelsohn,1332313200,Business Class,7,RATING
china-eastern-airlines,SLoft,1332226800,Economy,7,RATING
china-southern-airlines,DLazenby,1387267200,Business Class,8,RATING
china-southern-airlines,JeffreyDaquigan,1386576000,Economy,4,RATING
china-eastern-airlines,JosefSonntag,1331794800,Economy,7,RATING
china-eastern-airlines,JosefSonntag,1331708400,Economy,7,RATING
china-eastern-airlines,WElgar,1330329600,Economy,8,RATING
china-southern-airlines,CWalsh,1386144000,Economy,7,RATING
china-southern-airlines,KLeQuang,1386057600,Economy,6,RATING
china-eastern-airlines,MWidjaja,1329292800,Economy,5,RATING
china-southern-airlines,MRoberts,1385712000,Economy,9,RATING
china-eastern-airlines,MoClaa,1328083200,Economy,6,RATING
china-eastern-airlines,RogerStone,1327305600,First Class,6,RATING
china-southern-airlines,DeanLeung,1385539200,Economy,3,RATING
china-southern-airlines,JonathanCarrier,1385366400,Business Class,8,RATING
china-eastern-airlines,ANurser,1327132800,Economy,3,RATING
china-eastern-airlines,JChilton,1326960000,Economy,8,RATING
china-southern-airlines,MBrown,1385366400,Economy,8,RATING
china-southern-airlines,CAurélien,1385366400,Business Class,9,RATING
china-eastern-airlines,PLin,1325145600,Economy,7,RATING
china-eastern-airlines,StevenCao,1323244800,Economy,5,RATING
china-southern-airlines,PWong,1385107200,Economy,6,RATING
china-southern-airlines,WolfgangSegato,1385107200,First Class,9,RATING
china-eastern-airlines,MMatsuda,1322812800,Economy,8,RATING
china-eastern-airlines,ColinSmith,1321516800,Economy,8,RATING
china-southern-airlines,PSedonio,1385020800,Premium Economy,4,RATING
china-eastern-airlines,NicholasSanders,1320130800,Business Class,5,RATING
china-southern-airlines,MartinDavid,1384934400,Economy,10,RATING
china-eastern-airlines,LQiang,1320044400,Economy,7,RATING
china-eastern-airlines,AMaynard,1318748400,Economy,6,RATING
china-southern-airlines,JackWhiteley,1384848000,Business Class,10,RATING
china-eastern-airlines,PMetcalf,1318748400,Economy,6,RATING
china-eastern-airlines,PMetcalf,1318748400,Economy,7,RATING
china-eastern-airlines,JamesSeah,1318748400,Economy,7,RATING
china-southern-airlines,BRoberts,1384761600,Economy,3,RATING
china-southern-airlines,PHillier,1384761600,Economy,4,RATING
china-eastern-airlines,AScott,1318489200,Economy,4,RATING
china-southern-airlines,GraceLee,1384502400,Economy,9,RATING
china-eastern-airlines,BCleary,1317711600,Business Class,9,RATING
china-eastern-airlines,BChan,1317193200,Economy,6,RATING
china-southern-airlines,TeresaTheobald,1384329600,Economy,1,RATING
china-southern-airlines,PSim,1384243200,Economy,8,RATING
china-eastern-airlines,MartinusRSuryanto,1317020400,Economy,6,RATING
china-eastern-airlines,CAnderson,1316070000,Business Class,8,RATING
china-southern-airlines,JNiemksi,1384156800,Economy,2,RATING
china-eastern-airlines,EShek,1314687600,Economy,6,RATING
china-eastern-airlines,JWu,1313650800,Business Class,7,RATING
china-southern-airlines,MTong,1383897600,Business Class,3,RATING
china-southern-airlines,IIrwin,1383897600,Economy,2,RATING
china-southern-airlines,IskandarIllyas,1383897600,Economy,1,RATING
china-eastern-airlines,MichaelChan,1312959600,Economy,8,RATING
china-eastern-airlines,LSergi,1312700400,Economy,7,RATING
china-southern-airlines,VSarakula,1383897600,Economy,8,RATING
china-southern-airlines,CaoXiaojin,1383897600,Economy,8,RATING
china-eastern-airlines,RSharp,1312700400,Economy,7,RATING
china-eastern-airlines,JohannesSulaksono,1312268400,Business Class,8,RATING
china-eastern-airlines,DigantaDas,1312182000,Economy,6,RATING
china-southern-airlines,ABrutsch,1383811200,Economy,2,RATING
china-eastern-airlines,JLu,1312095600,Economy,8,RATING
china-eastern-airlines,BMurg,1311145200,Economy,3,RATING
china-southern-airlines,JBirbeck,1383724800,Business Class,1,RATING
china-eastern-airlines,DPerry,1310972400,Economy,10,RATING
china-eastern-airlines,SherryZhang,1310540400,Business Class,4,RATING
china-southern-airlines,KhanAhmad,1383030000,Economy,9,RATING
china-southern-airlines,KPriti,1383030000,Economy,1,RATING
china-eastern-airlines,AndrewMortimer,1309330800,Economy,1,RATING
china-southern-airlines,BasquetYves,1382943600,Economy,8,RATING
china-eastern-airlines,TLevine,1309071600,Economy,10,RATING
china-eastern-airlines,JiangHans,1308985200,Economy,10,RATING
china-southern-airlines,JohnPotter,1382943600,Business Class,9,RATING
china-eastern-airlines,JoergDoelfer,1308898800,Economy,9,RATING
china-eastern-airlines,HelenHam,1308466800,Economy,9,RATING
china-southern-airlines,SMcGarrigle,1382511600,Economy,8,RATING
china-southern-airlines,PeterUhlmann,1382252400,Economy,3,RATING
china-eastern-airlines,MarianVirga,1308034800,Economy,4,RATING
china-southern-airlines,PHugh,1382252400,Economy,6,RATING
china-southern-airlines,PRyan,1381647600,Economy,9,RATING
china-southern-airlines,LLiam,1381302000,Economy,8,RATING
china-southern-airlines,AOliveira,1381042800,Economy,1,RATING
china-southern-airlines,SandraJChristian,1380610800,Business Class,9,RATING
china-southern-airlines,MoskovitchItay,1380610800,Economy,4,RATING
china-southern-airlines,BrianClark,1380610800,Business Class,8,RATING
china-southern-airlines,PJones,1380178800,Economy,2,RATING
china-southern-airlines,YvetteHumphries,1380006000,Economy,8,RATING
china-southern-airlines,MTowner,1380006000,Economy,10,RATING
china-southern-airlines,KevinLi,1380006000,Economy,7,RATING
china-southern-airlines,RonMundy,1380006000,Economy,7,RATING
china-southern-airlines,SarahWhite,1379833200,Business Class,3,RATING
china-southern-airlines,BBevan,1379314800,Business Class,9,RATING
china-southern-airlines,SeanHotter,1379314800,Economy,5,RATING
china-southern-airlines,SukasemTejatanalert,1379228400,Economy,5,RATING
china-southern-airlines,YLi,1379228400,Economy,8,RATING
china-southern-airlines,GEloise,1378882800,Economy,10,RATING
china-southern-airlines,AnthonyTheodorevanAlphen,1378796400,Economy,7,RATING
china-southern-airlines,SueEmmett,1378710000,Economy,8,RATING
china-southern-airlines,KOliver,1378710000,Economy,8,RATING
china-southern-airlines,MCronje-Vermeulen,1378623600,Business Class,5,RATING
china-southern-airlines,SO'Toole,1378364400,Economy,10,RATING
china-southern-airlines,SteveRobinson,1378278000,Business Class,8,RATING
china-southern-airlines,SMoffitt,1378278000,Economy,6,RATING
china-southern-airlines,CelesteWoolley,1378191600,Economy,2,RATING
china-southern-airlines,GKilby,1377759600,Economy,10,RATING
china-southern-airlines,ASwan,1377673200,Economy,1,RATING
china-southern-airlines,DBaker,1377500400,Economy,3,RATING
china-united-airlines,BMcLaughlin,1377414000,Economy,8,RATING
china-southern-airlines,ColinSmith,1377500400,Business Class,8,RATING
china-southern-airlines,HenriHouzet,1377154800,Economy,6,RATING
china-southern-airlines,CPetersen,1377068400,Economy,9,RATING
china-southern-airlines,LWhitbread,1376982000,Economy,2,RATING
china-southern-airlines,JodyHanson,1376895600,Economy,5,RATING
china-southern-airlines,ChandlerRoyer,1376895600,Economy,9,RATING
china-southern-airlines,RBreedijk,1376895600,Economy,8,RATING
china-southern-airlines,SHodren,1376550000,Business Class,9,RATING
china-southern-airlines,RVarcoe,1376550000,Premium Economy,1,RATING
china-southern-airlines,ChuangwenChen,1376550000,Business Class,10,RATING
china-southern-airlines,XiaoshanPeng,1375340400,Economy,10,RATING
china-southern-airlines,MichaelSchade,1375254000,Economy,10,RATING
china-southern-airlines,XiaoshanPeng,1375254000,Premium Economy,9,RATING
cityjet,RichardLeegood,1437634800,Economy,1,RATING
china-southern-airlines,CWilliams,1374994800,Economy,1,RATING
cityjet,SimonRichards,1432537200,Economy,10,RATING
cityjet,PaulRodgers,1430118000,Economy,9,RATING
cityjet,JamesMcMahon,1428130800,Economy,1,RATING
china-southern-airlines,RalphStrandmann,1374562800,Economy,8,RATING
china-southern-airlines,OMitchell,1373871600,Economy,7,RATING
cityjet,KAnderson,1427871600,Economy,2,RATING
cityjet,CGambrill,1427612400,Economy,5,RATING
cityjet,MNathan,1426662000,Economy,5,RATING
china-southern-airlines,GavinMunro,1373785200,Economy,7,RATING
cityjet,KevinBarrance,1421654400,Economy,9,RATING
cityjet,OGlass,1420963200,Economy,10,RATING
cityjet,LindaAmrouche,1416470400,Economy,1,RATING
china-southern-airlines,JCui,1373439600,Business Class,8,RATING
cityjet,RGall,1415260800,Economy,1,RATING
cityjet,PaulCox,1413097200,Economy,10,RATING
cityjet,JPankau,1411369200,Economy,10,RATING
china-southern-airlines,CSpicer,1372834800,Economy,1,RATING
cityjet,ThomasIJzer,1411369200,Economy,1,RATING
cityjet,PeterSterk,1411110000,Economy,1,RATING
cityjet,ChristineStewart,1410937200,Economy,2,RATING
china-southern-airlines,RonaldKim,1372834800,Economy,7,RATING
cityjet,NesbittPaul,1410678000,Premium Economy,8,RATING
cityjet,RaynaudFi,1409986800,Economy,1,RATING
china-southern-airlines,YangLi,1372575600,Economy,9,RATING
china-southern-airlines,CLichi-Gherasim,1372143600,Economy,1,RATING
comair,AndrewStark,1437548400,Business Class,7,RATING
cityjet,GCrowther,1409554800,Economy,8,RATING
cityjet,RobinGallagher,1409209200,Economy,10,RATING
china-southern-airlines,HWang,1372143600,Economy,8,RATING
china-southern-airlines,KymAndrewstreeter,1372143600,Economy,8,RATING
comair,MichaelJones,1436857200,Economy,2,RATING
comair,RobWood,1434006000,Economy,1,RATING
comair,BazilVink,1430204400,Economy,1,RATING
cityjet,PJan,1407913200,Economy,3,RATING
cityjet,MHolroyd,1407308400,Economy,10,RATING
china-southern-airlines,LeonWang,1371970800,Economy,8,RATING
comair,GarthRap,1421654400,Business Class,2,RATING
comair,DavidAsh,1412146800,Business Class,8,RATING
cityjet,MSpande,1405407600,Economy,10,RATING
cityjet,EO'Connell,1404802800,Economy,9,RATING
cityjet,BrianEsson,1404630000,Economy,3,RATING
china-southern-airlines,ScottCook,1371970800,Business Class,10,RATING
china-southern-airlines,TipuSultan,1371970800,Economy,7,RATING
comair,RaviMene,1409209200,Business Class,9,RATING
comair,HStewart,1401087600,Economy,9,RATING
cityjet,JacquesMichael,1403679600,Economy,10,RATING
cityjet,RLatham,1403679600,Economy,6,RATING
cityjet,MaureenPreissner,1403247600,Economy,10,RATING
china-southern-airlines,AngieLin,1371798000,Economy,9,RATING
comair,SRQuixley,1396076400,Economy,5,RATING
comair,DavidTaylor,1378018800,Economy,8,RATING
cityjet,SKehoe,1401260400,Economy,5,RATING
cityjet,CharlesYoung,1400655600,Economy,5,RATING
china-southern-airlines,AChappell,1371625200,Economy,6,RATING
comair,DavidTaylor,1368946800,Economy,8,RATING
comair,DavidHusband,1367132400,Economy,4,RATING
cityjet,ACoupe,1396249200,Economy,1,RATING
cityjet,JustinAtchison,1388649600,Economy,8,RATING
cityjet,CFries,1382943600,Economy,1,RATING
condor-airlines,BarbaraVulliet,1438412400,Economy,1,RATING
china-southern-airlines,JohnKneijber,1371106800,First Class,8,RATING
comair,RRossi,1366182000,Economy,10,RATING
comair,RWebb,1363676400,Business Class,3,RATING
cityjet,EelcovandenHeuvel,1380178800,Economy,10,RATING
cityjet,HWilliams,1378018800,Economy,8,RATING
condor-airlines,MargotSenula,1437548400,Economy,2,RATING
condor-airlines,RichardParker,1437462000,Business Class,6,RATING
condor-airlines,AnneMotha,1437462000,Economy,4,RATING
comair,MBrown,1332226800,Economy,1,RATING
cityjet,MarkRoberts,1375167600,Economy,2,RATING
cityjet,AndyStock,1374994800,Economy,7,RATING
cityjet,KVandenHeuvel,1374476400,Economy,9,RATING
condor-airlines,DavidNolsoe,1436598000,Economy,7,RATING
condor-airlines,KenLee,1436511600,Business Class,1,RATING
condor-airlines,HansNewman,1436166000,Business Class,9,RATING
china-southern-airlines,ChihLoo,1370847600,Economy,5,RATING
china-southern-airlines,SimonWandowski,1370847600,Economy,8,RATING
comair,HStewart,1321948800,Economy,8,RATING
comair,CesareRecalcati,1314255600,Economy,8,RATING
cityjet,CKay,1370502000,Economy,10,RATING
cityjet,IlliaRomanenko,1369206000,Economy,6,RATING
cityjet,IanRoberts,1366786800,Economy,9,RATING
condor-airlines,EricMiller,1435906800,Economy,1,RATING
condor-airlines,TimothySpadino,1435820400,Economy,1,RATING
condor-airlines,JeffSiebenaler,1435647600,Economy,1,RATING
china-southern-airlines,JannyDoffino,1370242800,Economy,9,RATING
comair,DavidEllis,1298707200,Business Class,7,RATING
cityjet,SDunar,1361088000,Business Class,1,RATING
cityjet,SebastienKapps,1361088000,Economy,7,RATING
cityjet,MikeJacques,1360224000,Economy,9,RATING
condor-airlines,CBeegle,1435388400,Economy,1,RATING
condor-airlines,SharonRauhala,1433401200,Economy,1,RATING
condor-airlines,JamesKGreer,1433401200,Economy,2,RATING
china-southern-airlines,JKelly,1370156400,Economy,6,RATING
china-southern-airlines,EdwardPaull,1370156400,Economy,9,RATING
comair,SdeThierry,1280905200,Business Class,7,RATING
cityjet,MJerman,1355904000,Economy,8,RATING
cityjet,ARyall,1349938800,Economy,1,RATING
cityjet,DavidEllis,1349766000,Economy,6,RATING
continental-airlines,KWadhwani,1339052400,Business Class,2,RATING
china-southern-airlines,DeHaan,1369897200,Economy,1,RATING
comair,AGill,1271919600,Economy,8,RATING
cityjet,ADron,1349766000,Economy,7,RATING
cityjet,MPenfold,1347260400,Economy,10,RATING
continental-airlines,BEllis,1338361200,Economy,7,RATING
condor-airlines,KenBeeler,1433055600,Economy,10,RATING
condor-airlines,TonyWalker,1421222400,Economy,10,RATING
china-southern-airlines,NarendraDShetty,1369810800,Business Class,1,RATING
cityjet,ABrown,1346655600,Economy,8,RATING
cityjet,BenPeel,1346396400,Economy,4,RATING
cityjet,IanRoberts,1343804400,Economy,9,RATING
cityjet,NPaul,1332745200,Economy,3,RATING
continental-airlines,DMorrison,1337151600,Economy,9,RATING
condor-airlines,LGautero,1418889600,Economy,3,RATING
china-southern-airlines,WilliamVandermeer,1369724400,Premium Economy,10,RATING
china-southern-airlines,CraigBrown,1369638000,Business Class,5,RATING
cityjet,SWalton,1329984000,Economy,9,RATING
cityjet,RReid,1314082800,Economy,10,RATING
cityjet,SamuelCrews,1310022000,Economy,10,RATING
continental-airlines,MMoore,1336374000,Economy,7,RATING
condor-airlines,GReid,1415692800,Economy,2,RATING
condor-airlines,JYan,1413961200,Economy,9,RATING
china-southern-airlines,KrishanLal,1369638000,Economy,2,RATING
china-southern-airlines,QinYanjun,1369638000,Business Class,10,RATING
cityjet,GSmith,1307689200,Economy,3,RATING
cityjet,IColeman,1303887600,Economy,1,RATING
cityjet,ABottin,1302418800,Economy,1,RATING
continental-airlines,EysteinRuud,1334127600,Economy,1,RATING
continental-airlines,ECornelissen,1333090800,Business Class,4,RATING
condor-airlines,CMiller,1413097200,Economy,2,RATING
cityjet,SPotts,1300086000,Economy,8,RATING
continental-airlines,RChalmers,1331020800,Economy,4,RATING
condor-airlines,HansMarschdorf,1411887600,Economy,2,RATING
condor-airlines,RamHarsh,1411369200,Economy,3,RATING
china-southern-airlines,JaysonORagasa,1369292400,Economy,3,RATING
